,game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,outcome,home_rink_side_start,venue,venue_link,venue_time_zone_id,venue_time_zone_offset,venue_time_zone_tz,HomeTeam,AwayTeam
1699,2013020638,20132014,R,2014-01-05T18:00:00Z,52,5,5,6,home win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Winnipeg
2045,2013020639,20132014,R,2014-01-06T00:00:00Z,18,12,1,2,home win REG,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Nashville
1345,2013020641,20132014,R,2014-01-06T01:00:00Z,14,22,3,5,home win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,Tampa Bay
1429,2013020640,20132014,R,2014-01-06T01:00:00Z,28,16,3,2,away win SO,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,San Jose
1945,2013020642,20132014,R,2014-01-06T01:00:00Z,23,24,3,4,home win OT,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,Vancouver
1453,2013020644,20132014,R,2014-01-07T00:00:00Z,29,3,4,3,away win SO,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,Columbus
2092,2013020643,20132014,R,2014-01-07T00:00:00Z,25,2,3,7,home win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Dallas
1244,2013020645,20132014,R,2014-01-07T00:30:00Z,13,8,1,2,home win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,Florida
1815,2013020646,20132014,R,2014-01-07T02:00:00Z,20,21,4,3,away win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,Calgary
1264,2013020648,20132014,R,2014-01-08T00:00:00Z,2,10,5,3,away win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,Toronto,NY Islanders
1565,2013020649,20132014,R,2014-01-08T00:30:00Z,4,1,3,2,away win OT,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,Philadelphia
1856,2013020651,20132014,R,2014-01-08T01:00:00Z,14,52,4,2,away win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Tampa Bay
2049,2013020650,20132014,R,2014-01-08T01:00:00Z,28,18,2,3,home win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,San Jose
919,2013020652,20132014,R,2014-01-08T02:00:00Z,20,27,0,6,home win REG,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Calgary
2042,2013020653,20132014,R,2014-01-08T02:30:00Z,19,22,5,2,away win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,St Louis
1222,2013020655,20132014,R,2014-01-08T03:00:00Z,6,24,2,5,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,Boston
1930,2013020654,20132014,R,2014-01-08T03:00:00Z,5,23,5,4,away win SO,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,Pittsburgh
1329,2013020656,20132014,R,2014-01-08T03:30:00Z,30,26,2,1,away win SO,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Minnesota
2040,2013020657,20132014,R,2014-01-09T00:30:00Z,8,4,1,3,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Montreal
1381,2013020658,20132014,R,2014-01-09T01:00:00Z,3,16,3,2,away win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,NY Rangers
1263,2013020659,20132014,R,2014-01-09T02:30:00Z,9,21,3,4,home win OT,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,Ottawa
983,2013020661,20132014,R,2014-01-10T00:00:00Z,25,1,0,1,home win REG,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,Dallas
989,2013020662,20132014,R,2014-01-10T00:00:00Z,10,12,1,6,home win REG,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Toronto
1612,2013020660,20132014,R,2014-01-10T00:00:00Z,13,7,2,1,away win SO,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Florida
1129,2013020663,20132014,R,2014-01-10T00:30:00Z,15,14,4,3,away win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,Washington
1584,2013020664,20132014,R,2014-01-10T01:00:00Z,24,18,4,3,away win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,Anaheim
1235,2013020666,20132014,R,2014-01-10T02:00:00Z,30,27,4,1,away win REG,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Minnesota
2050,2013020665,20132014,R,2014-01-10T02:00:00Z,19,20,5,0,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,St Louis
1652,2013020668,20132014,R,2014-01-10T03:30:00Z,17,28,1,4,home win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Detroit
1661,2013020667,20132014,R,2014-01-10T03:30:00Z,6,26,2,4,home win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Boston
1213,2013020669,20132014,R,2014-01-11T00:00:00Z,25,3,2,3,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,Dallas
1406,2013020671,20132014,R,2014-01-11T00:00:00Z,12,29,0,3,home win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Carolina
1523,2013020670,20132014,R,2014-01-11T00:00:00Z,10,15,2,3,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,Toronto
1999,2013020672,20132014,R,2014-01-11T02:00:00Z,2,21,2,1,away win OT,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,NY Islanders
899,2013020674,20132014,R,2014-01-11T03:00:00Z,19,23,1,2,home win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,St Louis
1492,2013020673,20132014,R,2014-01-11T03:00:00Z,5,22,3,4,home win OT,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,Pittsburgh
2118,2013020675,20132014,R,2014-01-11T18:00:00Z,14,4,6,3,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Tampa Bay
1183,2013020679,20132014,R,2014-01-12T00:00:00Z,29,52,6,3,away win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Columbus
1382,2013020678,20132014,R,2014-01-12T00:00:00Z,9,18,2,1,away win SO,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,Ottawa
1468,2013020677,20132014,R,2014-01-12T00:00:00Z,13,1,1,2,home win OT,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,Florida
1667,2013020676,20132014,R,2014-01-12T00:00:00Z,16,8,1,2,home win OT,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,Chicago
1717,2013020681,20132014,R,2014-01-12T01:00:00Z,24,27,5,3,away win REG,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Anaheim
2073,2013020680,20132014,R,2014-01-12T01:00:00Z,21,30,4,2,away win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Colorado
1115,2013020682,20132014,R,2014-01-12T03:00:00Z,5,20,2,1,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,Pittsburgh
1217,2013020684,20132014,R,2014-01-12T03:30:00Z,6,28,1,0,away win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Boston
1430,2013020683,20132014,R,2014-01-12T03:30:00Z,17,26,3,1,away win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Detroit
1290,2013020685,20132014,R,2014-01-12T20:00:00Z,7,15,2,1,away win SO,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,Buffalo
2074,2013020686,20132014,R,2014-01-12T23:00:00Z,2,25,4,2,away win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,NY Islanders
1144,2013020690,20132014,R,2014-01-13T00:00:00Z,30,18,4,0,away win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,Minnesota
1409,2013020687,20132014,R,2014-01-13T00:00:00Z,1,10,2,3,home win SO,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,Toronto,New Jersey
1898,2013020689,20132014,R,2014-01-13T00:00:00Z,22,16,3,5,home win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Edmonton
1905,2013020688,20132014,R,2014-01-13T00:00:00Z,4,3,1,4,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,Philadelphia
1497,2013020691,20132014,R,2014-01-13T01:00:00Z,17,24,0,1,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,Detroit
959,2013020692,20132014,R,2014-01-14T00:00:00Z,20,12,2,0,away win REG,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Calgary
1294,2013020693,20132014,R,2014-01-14T00:00:00Z,14,29,2,3,home win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Tampa Bay
1866,2013020694,20132014,R,2014-01-14T01:00:00Z,27,52,1,5,home win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Phoenix
1771,2013020695,20132014,R,2014-01-14T03:30:00Z,23,26,0,1,home win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Vancouver
1359,2013020698,20132014,R,2014-01-15T00:00:00Z,28,15,2,1,away win SO,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,San Jose
1754,2013020697,20132014,R,2014-01-15T00:00:00Z,14,3,2,1,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,Tampa Bay
2066,2013020696,20132014,R,2014-01-15T00:00:00Z,10,6,4,3,away win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,Toronto
1341,2013020699,20132014,R,2014-01-15T00:30:00Z,4,7,4,3,away win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Philadelphia
1737,2013020700,20132014,R,2014-01-15T00:30:00Z,1,8,4,1,away win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,New Jersey
1902,2013020701,20132014,R,2014-01-15T00:30:00Z,2,13,2,4,home win REG,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,NY Islanders
903,2013020704,20132014,R,2014-01-15T01:00:00Z,20,18,2,4,home win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,Calgary
1035,2013020703,20132014,R,2014-01-15T01:00:00Z,27,19,1,2,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,Phoenix
1641,2013020702,20132014,R,2014-01-15T01:00:00Z,21,16,3,2,away win OT,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Colorado
1692,2013020705,20132014,R,2014-01-15T01:00:00Z,9,30,3,0,away win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Ottawa
1872,2013020706,20132014,R,2014-01-15T01:30:00Z,22,25,2,5,home win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,Edmonton
980,2013020707,20132014,R,2014-01-16T00:30:00Z,7,10,3,4,home win SO,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,Toronto,Buffalo
1170,2013020708,20132014,R,2014-01-16T01:00:00Z,15,5,3,4,home win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Washington
1767,2013020709,20132014,R,2014-01-16T03:30:00Z,23,24,1,9,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,Vancouver
1445,2013020711,20132014,R,2014-01-17T00:00:00Z,18,4,4,3,away win SO,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Nashville
1763,2013020710,20132014,R,2014-01-17T00:00:00Z,17,3,0,1,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,Detroit
1128,2013020713,20132014,R,2014-01-17T00:30:00Z,2,14,2,1,away win SO,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,NY Islanders
1506,2013020712,20132014,R,2014-01-17T00:30:00Z,8,9,5,4,away win OT,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,Montreal
1919,2013020714,20132014,R,2014-01-17T00:30:00Z,28,13,3,0,away win REG,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,San Jose
1613,2013020715,20132014,R,2014-01-17T01:00:00Z,26,19,4,1,away win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,Los Angeles
1913,2013020716,20132014,R,2014-01-17T01:00:00Z,22,30,1,4,home win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Edmonton
1243,2013020717,20132014,R,2014-01-17T01:30:00Z,6,25,4,2,away win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,Boston
1531,2013020720,20132014,R,2014-01-17T02:00:00Z,23,27,0,1,home win REG,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Vancouver
1646,2013020718,20132014,R,2014-01-17T02:00:00Z,1,21,1,2,home win SO,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,New Jersey
1963,2013020719,20132014,R,2014-01-17T02:00:00Z,52,20,5,2,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,Winnipeg
1591,2013020721,20132014,R,2014-01-18T00:00:00Z,15,29,1,5,home win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Washington
1447,2013020722,20132014,R,2014-01-18T01:00:00Z,24,16,2,4,home win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Anaheim
957,2013020723,20132014,R,2014-01-18T19:00:00Z,3,9,4,1,away win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,NY Rangers
1187,2013020724,20132014,R,2014-01-18T19:00:00Z,28,14,5,4,away win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,San Jose
1505,2013020725,20132014,R,2014-01-18T19:00:00Z,22,52,2,3,home win OT,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Edmonton
943,2013020727,20132014,R,2014-01-19T00:00:00Z,8,10,3,5,home win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,Toronto,Montreal
1152,2013020729,20132014,R,2014-01-19T00:00:00Z,2,4,4,6,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,NY Islanders
1400,2013020730,20132014,R,2014-01-19T00:00:00Z,13,12,2,3,home win REG,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Florida
1816,2013020728,20132014,R,2014-01-19T00:00:00Z,26,17,2,3,home win SO,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Los Angeles
1928,2013020726,20132014,R,2014-01-19T00:00:00Z,29,7,4,3,away win SO,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Columbus
1414,2013020731,20132014,R,2014-01-19T01:00:00Z,24,19,3,2,away win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,Anaheim
1476,2013020733,20132014,R,2014-01-19T01:00:00Z,1,27,2,3,home win REG,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,New Jersey
1957,2013020732,20132014,R,2014-01-19T01:00:00Z,21,18,5,4,away win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,Colorado
1323,2013020734,20132014,R,2014-01-19T02:00:00Z,25,30,2,3,home win OT,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Dallas
1273,2013020735,20132014,R,2014-01-19T03:00:00Z,20,23,2,3,home win SO,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,Calgary
1433,2013020736,20132014,R,2014-01-19T17:30:00Z,6,16,2,3,home win SO,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Boston
1486,2013020737,20132014,R,2014-01-19T22:00:00Z,14,12,5,3,away win REG,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Tampa Bay
1602,2013020738,20132014,R,2014-01-20T00:30:00Z,15,3,1,4,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,Washington
1424,2013020740,20132014,R,2014-01-20T18:00:00Z,4,2,3,4,home win SO,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Philadelphia
1529,2013020739,20132014,R,2014-01-20T20:00:00Z,26,6,2,3,home win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,Los Angeles
1319,2013020741,20132014,R,2014-01-21T00:00:00Z,13,5,5,1,away win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Florida
1488,2013020742,20132014,R,2014-01-21T00:30:00Z,19,17,4,1,away win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,St Louis
1636,2013020744,20132014,R,2014-01-21T01:00:00Z,10,27,4,2,away win REG,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Toronto
1943,2013020743,20132014,R,2014-01-21T01:00:00Z,25,18,1,4,home win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,Dallas
1249,2013020745,20132014,R,2014-01-21T03:30:00Z,20,28,2,3,home win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Calgary
1346,2013020748,20132014,R,2014-01-22T00:00:00Z,2,3,5,3,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,NY Islanders
2010,2013020751,20132014,R,2014-01-22T00:00:00Z,26,29,3,5,home win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Los Angeles
2048,2013020747,20132014,R,2014-01-22T00:00:00Z,19,1,1,7,home win REG,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,St Louis
2064,2013020746,20132014,R,2014-01-22T00:00:00Z,13,7,4,3,away win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Florida
2101,2013020750,20132014,R,2014-01-22T00:00:00Z,9,15,2,0,away win REG,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,Ottawa
1814,2013020752,20132014,R,2014-01-22T01:00:00Z,30,25,0,4,home win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,Minnesota
1752,2013020753,20132014,R,2014-01-22T02:00:00Z,10,21,5,2,away win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,Toronto
1423,2013020754,20132014,R,2014-01-22T02:30:00Z,23,22,2,1,away win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,Vancouver
1496,2013020755,20132014,R,2014-01-22T03:00:00Z,52,24,3,2,away win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,Winnipeg
1223,2013020749,20132014,R,2014-01-22T23:00:00Z,12,4,3,2,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Carolina
1908,2013020756,20132014,R,2014-01-23T00:00:00Z,8,5,1,5,home win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Montreal
1449,2013020757,20132014,R,2014-01-23T01:00:00Z,16,17,4,5,home win SO,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Chicago
1900,2013020758,20132014,R,2014-01-23T02:30:00Z,27,20,2,3,home win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,Phoenix
972,2013020760,20132014,R,2014-01-24T00:00:00Z,19,3,2,1,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,St Louis
1296,2013020759,20132014,R,2014-01-24T00:00:00Z,12,7,5,3,away win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Carolina
1961,2013020761,20132014,R,2014-01-24T00:00:00Z,4,29,2,5,home win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Philadelphia
934,2013020763,20132014,R,2014-01-24T00:30:00Z,5,2,6,4,away win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Pittsburgh
1524,2013020762,20132014,R,2014-01-24T00:30:00Z,9,14,3,4,home win SO,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,Ottawa
1267,2013020764,20132014,R,2014-01-24T01:00:00Z,16,30,1,2,home win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Chicago
1973,2013020765,20132014,R,2014-01-24T01:00:00Z,10,25,1,7,home win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,Toronto
1333,2013020767,20132014,R,2014-01-24T03:00:00Z,26,24,1,2,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,Los Angeles
1915,2013020766,20132014,R,2014-01-24T03:00:00Z,18,23,2,1,away win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,Nashville
1848,2013020768,20132014,R,2014-01-24T03:30:00Z,52,28,0,1,home win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Winnipeg
1861,2013020769,20132014,R,2014-01-25T00:00:00Z,15,1,1,2,home win REG,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,Washington
1577,2013020771,20132014,R,2014-01-25T00:30:00Z,8,17,1,4,home win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Montreal
1832,2013020772,20132014,R,2014-01-25T00:30:00Z,21,13,3,2,away win REG,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,Colorado
969,2013020773,20132014,R,2014-01-25T02:00:00Z,18,20,4,5,home win SO,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,Nashville
1102,2013020774,20132014,R,2014-01-25T02:30:00Z,27,22,4,3,away win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,Phoenix
1257,2013020770,20132014,R,2014-01-25T17:00:00Z,9,12,3,6,home win REG,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Ottawa
1473,2013020775,20132014,R,2014-01-25T18:00:00Z,19,2,4,3,away win SO,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,St Louis
1542,2013020776,20132014,R,2014-01-25T18:00:00Z,6,4,6,1,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Boston
1258,2013020780,20132014,R,2014-01-26T00:00:00Z,10,52,4,5,home win OT,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Toronto
1596,2013020779,20132014,R,2014-01-26T00:00:00Z,7,29,5,2,away win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Buffalo
1750,2013020777,20132014,R,2014-01-26T00:00:00Z,15,8,5,0,away win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,Washington
1803,2013020778,20132014,R,2014-01-26T00:00:00Z,21,14,2,5,home win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,Colorado
1001,2013020781,20132014,R,2014-01-26T01:00:00Z,5,25,0,3,home win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,Pittsburgh
1011,2013020782,20132014,R,2014-01-26T02:30:00Z,24,26,3,0,away win REG,right,Dodger Stadium,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Anaheim
1094,2013020783,20132014,R,2014-01-26T03:30:00Z,30,28,2,3,home win OT,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Minnesota
1883,2013020784,20132014,R,2014-01-26T17:30:00Z,3,1,7,3,away win REG,left,Yankee Stadium,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,NY Rangers
1648,2013020785,20132014,R,2014-01-26T22:00:00Z,13,17,5,4,away win SO,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Florida
1328,2013020786,20132014,R,2014-01-27T00:00:00Z,52,16,3,1,away win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Winnipeg
1155,2013020787,20132014,R,2014-01-27T01:00:00Z,18,22,1,5,home win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,Nashville
2019,2013020788,20132014,R,2014-01-27T01:00:00Z,27,23,4,5,home win OT,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,Phoenix
1607,2013020790,20132014,R,2014-01-28T00:00:00Z,29,12,2,3,home win REG,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Columbus
1674,2013020789,20132014,R,2014-01-28T00:00:00Z,6,2,6,3,away win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Boston
1862,2013020791,20132014,R,2014-01-28T00:30:00Z,7,5,0,3,home win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Buffalo
1327,2013020792,20132014,R,2014-01-28T01:30:00Z,21,25,4,3,away win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,Colorado
1055,2013020794,20132014,R,2014-01-28T03:00:00Z,26,28,1,0,away win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Los Angeles
1069,2013020793,20132014,R,2014-01-28T03:00:00Z,22,23,4,2,away win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,Edmonton
