,game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,outcome,home_rink_side_start,venue,venue_link,venue_time_zone_id,venue_time_zone_offset,venue_time_zone_tz,HomeTeam,AwayTeam
1318,2013020001,20132014,R,2013-10-01T23:00:00Z,10,8,4,3,away win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,Toronto
1485,2013020002,20132014,R,2013-10-02T00:00:00Z,15,16,4,6,home win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Washington
2034,2013020003,20132014,R,2013-10-02T02:00:00Z,52,22,5,4,away win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,Winnipeg
1033,2013020004,20132014,R,2013-10-02T23:30:00Z,10,4,3,1,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Toronto
1398,2013020005,20132014,R,2013-10-03T00:00:00Z,7,17,1,2,home win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Buffalo
1513,2013020006,20132014,R,2013-10-03T01:30:00Z,24,21,1,6,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,Anaheim
1177,2013020007,20132014,R,2013-10-03T23:00:00Z,14,6,1,3,home win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,Tampa Bay
1391,2013020008,20132014,R,2013-10-03T23:00:00Z,1,5,0,3,home win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,New Jersey
1664,2013020009,20132014,R,2013-10-03T23:00:00Z,20,15,4,5,home win SO,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,Calgary
1980,2013020011,20132014,R,2013-10-04T00:00:00Z,26,30,3,2,away win SO,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Los Angeles
944,2013020010,20132014,R,2013-10-04T00:30:00Z,18,19,2,4,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,Nashville
1897,2013020012,20132014,R,2013-10-04T00:30:00Z,13,25,4,2,away win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,Florida
1002,2013020014,20132014,R,2013-10-04T02:00:00Z,23,28,1,4,home win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Vancouver
1970,2013020013,20132014,R,2013-10-04T02:00:00Z,3,27,1,4,home win REG,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,NY Rangers
1039,2013020017,20132014,R,2013-10-04T23:00:00Z,17,12,3,2,away win OT,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Detroit
1160,2013020015,20132014,R,2013-10-04T23:00:00Z,9,7,1,0,away win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Ottawa
1444,2013020016,20132014,R,2013-10-04T23:00:00Z,2,1,4,3,away win SO,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,NY Islanders
1691,2013020018,20132014,R,2013-10-04T23:00:00Z,20,29,4,3,away win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Calgary
1084,2013020019,20132014,R,2013-10-05T00:00:00Z,26,52,3,5,home win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Los Angeles
1863,2013020020,20132014,R,2013-10-05T01:00:00Z,18,21,1,3,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,Nashville
904,2013020021,20132014,R,2013-10-05T23:00:00Z,17,6,1,4,home win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,Detroit
1277,2013020025,20132014,R,2013-10-05T23:00:00Z,7,5,1,4,home win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Buffalo
1407,2013020022,20132014,R,2013-10-05T23:00:00Z,9,10,4,5,home win SO,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,Toronto,Ottawa
1810,2013020023,20132014,R,2013-10-05T23:00:00Z,4,8,1,4,home win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,Philadelphia
1869,2013020024,20132014,R,2013-10-05T23:00:00Z,29,2,3,2,away win SO,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Columbus
1174,2013020026,20132014,R,2013-10-06T00:00:00Z,14,16,3,2,away win SO,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Tampa Bay
1608,2013020027,20132014,R,2013-10-06T00:00:00Z,13,19,0,7,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,Florida
1924,2013020029,20132014,R,2013-10-06T00:00:00Z,24,30,4,3,away win OT,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Anaheim
1935,2013020028,20132014,R,2013-10-06T00:00:00Z,15,25,1,2,home win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,Washington
1634,2013020030,20132014,R,2013-10-06T02:00:00Z,22,23,2,6,home win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,Edmonton
1991,2013020031,20132014,R,2013-10-06T02:30:00Z,27,28,1,4,home win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Phoenix
1072,2013020032,20132014,R,2013-10-06T21:00:00Z,4,12,1,2,home win REG,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Philadelphia
1301,2013020033,20132014,R,2013-10-07T00:00:00Z,24,52,3,2,away win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Anaheim
1936,2013020034,20132014,R,2013-10-07T00:00:00Z,23,20,5,4,away win OT,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,Vancouver
1688,2013020035,20132014,R,2013-10-08T01:30:00Z,1,22,4,5,home win SO,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,New Jersey
1053,2013020036,20132014,R,2013-10-08T02:30:00Z,3,26,3,1,away win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,NY Rangers
938,2013020038,20132014,R,2013-10-08T23:00:00Z,27,2,1,6,home win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Phoenix
1099,2013020037,20132014,R,2013-10-08T23:00:00Z,21,10,2,1,away win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,Toronto,Colorado
1512,2013020039,20132014,R,2013-10-08T23:00:00Z,13,4,1,2,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Florida
1867,2013020040,20132014,R,2013-10-08T23:00:00Z,12,5,2,5,home win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Carolina
1909,2013020041,20132014,R,2013-10-08T23:30:00Z,14,7,3,2,away win OT,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Tampa Bay
1288,2013020042,20132014,R,2013-10-09T00:00:00Z,30,18,2,3,home win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,Minnesota
1686,2013020043,20132014,R,2013-10-09T02:00:00Z,1,23,2,3,home win OT,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,New Jersey
1788,2013020044,20132014,R,2013-10-09T02:30:00Z,3,28,2,9,home win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,NY Rangers
996,2013020045,20132014,R,2013-10-10T00:00:00Z,16,19,2,3,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,Chicago
2022,2013020046,20132014,R,2013-10-10T00:00:00Z,8,20,2,3,home win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,Montreal
1615,2013020047,20132014,R,2013-10-10T02:30:00Z,9,26,3,4,home win OT,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Ottawa
1061,2013020049,20132014,R,2013-10-10T23:00:00Z,29,7,4,1,away win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Columbus
1297,2013020050,20132014,R,2013-10-10T23:00:00Z,12,15,3,2,away win REG,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,Carolina
1711,2013020048,20132014,R,2013-10-10T23:00:00Z,21,6,2,0,away win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,Colorado
1325,2013020051,20132014,R,2013-10-10T23:30:00Z,27,17,4,2,away win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Phoenix
1873,2013020052,20132014,R,2013-10-10T23:30:00Z,13,14,2,7,home win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,Florida
1958,2013020053,20132014,R,2013-10-11T00:00:00Z,10,18,4,0,away win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,Toronto
1992,2013020054,20132014,R,2013-10-11T00:00:00Z,52,30,1,2,home win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Winnipeg
1120,2013020055,20132014,R,2013-10-11T01:30:00Z,8,22,4,1,away win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,Montreal
1947,2013020057,20132014,R,2013-10-11T02:00:00Z,3,24,0,6,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,NY Rangers
2093,2013020056,20132014,R,2013-10-11T02:00:00Z,28,23,4,1,away win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,San Jose
1114,2013020058,20132014,R,2013-10-11T23:00:00Z,27,4,2,1,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Phoenix
2070,2013020059,20132014,R,2013-10-11T23:00:00Z,26,12,2,1,away win SO,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Los Angeles
1351,2013020060,20132014,R,2013-10-11T23:30:00Z,5,13,3,6,home win REG,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,Pittsburgh
1107,2013020061,20132014,R,2013-10-12T00:00:00Z,2,16,2,3,home win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,NY Islanders
1776,2013020062,20132014,R,2013-10-12T00:00:00Z,25,52,4,1,away win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Dallas
1019,2013020063,20132014,R,2013-10-12T01:00:00Z,1,20,2,3,home win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,New Jersey
1802,2013020068,20132014,R,2013-10-12T18:00:00Z,6,29,3,1,away win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Boston
1274,2013020067,20132014,R,2013-10-12T23:00:00Z,21,15,5,1,away win REG,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,Colorado
1994,2013020066,20132014,R,2013-10-12T23:00:00Z,5,14,5,4,away win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,Pittsburgh
2052,2013020065,20132014,R,2013-10-12T23:00:00Z,4,17,2,5,home win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Philadelphia
2094,2013020064,20132014,R,2013-10-12T23:00:00Z,22,10,5,6,home win OT,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,Toronto,Edmonton
1081,2013020071,20132014,R,2013-10-13T00:00:00Z,2,18,2,3,home win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,NY Islanders
1386,2013020070,20132014,R,2013-10-13T00:00:00Z,3,19,3,5,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,NY Rangers
1437,2013020072,20132014,R,2013-10-13T00:00:00Z,25,30,1,5,home win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Dallas
1982,2013020069,20132014,R,2013-10-13T00:00:00Z,7,16,1,2,home win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Buffalo
1647,2013020074,20132014,R,2013-10-13T02:00:00Z,9,28,2,3,home win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Ottawa
2038,2013020073,20132014,R,2013-10-13T02:00:00Z,8,23,4,1,away win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,Montreal
1650,2013020075,20132014,R,2013-10-13T17:00:00Z,27,12,5,3,away win REG,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Phoenix
1508,2013020076,20132014,R,2013-10-13T19:00:00Z,26,13,3,0,away win REG,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,Los Angeles
1704,2013020078,20132014,R,2013-10-14T00:00:00Z,9,24,1,4,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,Ottawa
1732,2013020077,20132014,R,2013-10-14T00:00:00Z,1,52,0,3,home win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,New Jersey
1533,2013020079,20132014,R,2013-10-14T17:00:00Z,17,6,3,2,away win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,Detroit
1121,2013020080,20132014,R,2013-10-14T23:00:00Z,22,15,2,4,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,Edmonton
1969,2013020081,20132014,R,2013-10-14T23:30:00Z,30,7,2,1,away win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Minnesota
1278,2013020085,20132014,R,2013-10-15T23:00:00Z,22,5,2,3,home win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Edmonton
1536,2013020084,20132014,R,2013-10-15T23:00:00Z,23,4,3,2,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Vancouver
1740,2013020082,20132014,R,2013-10-15T23:00:00Z,30,10,1,4,home win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,Toronto,Minnesota
1757,2013020083,20132014,R,2013-10-15T23:00:00Z,7,2,4,3,away win SO,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Buffalo
2004,2013020086,20132014,R,2013-10-15T23:00:00Z,16,12,3,2,away win SO,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Chicago
1841,2013020088,20132014,R,2013-10-15T23:30:00Z,26,14,1,5,home win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,Los Angeles
1049,2013020089,20132014,R,2013-10-16T00:00:00Z,28,19,6,2,away win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,San Jose
1324,2013020087,20132014,R,2013-10-16T00:00:00Z,29,17,1,2,home win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Columbus
1946,2013020090,20132014,R,2013-10-16T00:00:00Z,13,18,3,4,home win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,Florida
1988,2013020091,20132014,R,2013-10-16T00:00:00Z,8,52,3,0,away win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Montreal
1882,2013020092,20132014,R,2013-10-16T01:00:00Z,25,21,2,3,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,Dallas
1339,2013020093,20132014,R,2013-10-16T02:00:00Z,9,27,4,3,away win OT,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Ottawa
1197,2013020094,20132014,R,2013-10-17T00:00:00Z,3,15,2,0,away win REG,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,NY Rangers
1300,2013020095,20132014,R,2013-10-17T02:00:00Z,20,24,2,3,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,Calgary
1123,2013020096,20132014,R,2013-10-17T23:00:00Z,23,7,3,0,away win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Vancouver
1568,2013020097,20132014,R,2013-10-17T23:00:00Z,12,10,3,2,away win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,Toronto,Carolina
1597,2013020099,20132014,R,2013-10-17T23:00:00Z,5,4,4,1,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Pittsburgh
2077,2013020098,20132014,R,2013-10-17T23:00:00Z,22,2,2,3,home win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Edmonton
1172,2013020101,20132014,R,2013-10-17T23:30:00Z,1,9,2,5,home win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,New Jersey
1768,2013020103,20132014,R,2013-10-17T23:30:00Z,6,13,3,2,away win REG,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,Boston
1824,2013020100,20132014,R,2013-10-17T23:30:00Z,29,8,3,5,home win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,Columbus
1954,2013020102,20132014,R,2013-10-17T23:30:00Z,30,14,1,3,home win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,Minnesota
993,2013020104,20132014,R,2013-10-18T00:00:00Z,19,16,3,2,away win SO,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,St Louis
1734,2013020105,20132014,R,2013-10-18T00:00:00Z,26,18,2,1,away win SO,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,Los Angeles
2024,2013020106,20132014,R,2013-10-18T00:30:00Z,28,25,3,4,home win SO,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,San Jose
1059,2013020107,20132014,R,2013-10-18T01:00:00Z,17,21,4,2,away win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,Detroit
1401,2013020108,20132014,R,2013-10-19T00:00:00Z,19,52,3,4,home win SO,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,St Louis
1683,2013020109,20132014,R,2013-10-19T02:00:00Z,27,24,2,3,home win SO,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,Phoenix
1142,2013020110,20132014,R,2013-10-19T17:00:00Z,23,5,3,4,home win SO,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Vancouver
1871,2013020111,20132014,R,2013-10-19T18:00:00Z,22,9,3,1,away win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,Edmonton
1005,2013020113,20132014,R,2013-10-19T23:00:00Z,18,8,2,1,away win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,Nashville
1037,2013020116,20132014,R,2013-10-19T23:00:00Z,3,1,0,4,home win REG,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,NY Rangers
1150,2013020112,20132014,R,2013-10-19T23:00:00Z,21,7,4,2,away win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Colorado
1474,2013020119,20132014,R,2013-10-19T23:00:00Z,10,16,1,3,home win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Toronto
1479,2013020117,20132014,R,2013-10-19T23:00:00Z,12,2,4,3,away win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Carolina
1582,2013020115,20132014,R,2013-10-19T23:00:00Z,30,13,1,2,home win SO,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,Minnesota
1677,2013020118,20132014,R,2013-10-19T23:00:00Z,29,15,1,4,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,Columbus
1889,2013020114,20132014,R,2013-10-19T23:00:00Z,6,14,5,0,away win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,Boston
1417,2013020120,20132014,R,2013-10-20T01:00:00Z,17,27,2,5,home win REG,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Detroit
1600,2013020121,20132014,R,2013-10-20T02:00:00Z,20,28,3,6,home win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Calgary
1743,2013020122,20132014,R,2013-10-20T02:30:00Z,25,26,2,5,home win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Dallas
1912,2013020123,20132014,R,2013-10-20T22:00:00Z,23,29,1,3,home win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Vancouver
1022,2013020125,20132014,R,2013-10-21T00:00:00Z,25,24,3,6,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,Dallas
2107,2013020124,20132014,R,2013-10-21T00:00:00Z,18,52,3,1,away win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Nashville
1306,2013020126,20132014,R,2013-10-21T23:30:00Z,28,17,1,0,away win SO,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,San Jose
1670,2013020127,20132014,R,2013-10-21T23:30:00Z,21,5,1,0,away win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Colorado
1176,2013020128,20132014,R,2013-10-22T02:30:00Z,20,26,3,2,away win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Calgary
1522,2013020130,20132014,R,2013-10-22T23:00:00Z,23,2,5,4,away win OT,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Vancouver
1772,2013020129,20132014,R,2013-10-22T23:00:00Z,24,10,2,4,home win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,Toronto,Anaheim
1784,2013020131,20132014,R,2013-10-22T23:00:00Z,1,29,1,4,home win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,New Jersey
1088,2013020132,20132014,R,2013-10-22T23:30:00Z,22,8,4,3,away win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,Edmonton
1794,2013020133,20132014,R,2013-10-22T23:30:00Z,16,13,3,2,away win SO,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,Chicago
1404,2013020134,20132014,R,2013-10-23T00:00:00Z,18,30,0,2,home win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Nashville
1605,2013020135,20132014,R,2013-10-23T00:00:00Z,15,52,5,4,away win SO,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Washington
1842,2013020136,20132014,R,2013-10-23T02:00:00Z,20,27,2,4,home win REG,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Calgary
1483,2013020137,20132014,R,2013-10-23T23:30:00Z,9,17,6,1,away win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Ottawa
1024,2013020138,20132014,R,2013-10-24T00:00:00Z,6,7,5,2,away win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Boston
1168,2013020139,20132014,R,2013-10-24T23:00:00Z,28,6,1,2,home win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,San Jose
1425,2013020141,20132014,R,2013-10-24T23:00:00Z,3,4,1,2,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,NY Rangers
2061,2013020140,20132014,R,2013-10-24T23:00:00Z,23,1,3,2,away win SO,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,Vancouver
1676,2013020143,20132014,R,2013-10-24T23:30:00Z,16,14,5,6,home win OT,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,Chicago
1854,2013020142,20132014,R,2013-10-24T23:30:00Z,24,8,1,4,home win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,Anaheim
1566,2013020144,20132014,R,2013-10-25T00:00:00Z,52,18,2,3,home win OT,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,Winnipeg
1592,2013020145,20132014,R,2013-10-25T00:00:00Z,12,30,1,3,home win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Carolina
1649,2013020146,20132014,R,2013-10-25T00:30:00Z,20,25,1,5,home win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,Calgary
1431,2013020147,20132014,R,2013-10-25T01:30:00Z,15,22,4,1,away win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,Washington
1395,2013020148,20132014,R,2013-10-25T02:30:00Z,27,26,4,7,home win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Phoenix
1478,2013020149,20132014,R,2013-10-25T23:00:00Z,2,5,4,3,away win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,NY Islanders
1813,2013020150,20132014,R,2013-10-25T23:00:00Z,10,29,2,5,home win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Toronto
1405,2013020152,20132014,R,2013-10-25T23:30:00Z,7,13,3,1,away win REG,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,Buffalo
1838,2013020151,20132014,R,2013-10-25T23:30:00Z,24,9,2,1,away win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,Anaheim
975,2013020153,20132014,R,2013-10-26T00:00:00Z,23,19,3,2,away win OT,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,Vancouver
1703,2013020154,20132014,R,2013-10-26T01:00:00Z,12,21,2,4,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,Carolina
1940,2013020164,20132014,R,2013-10-26T19:00:00Z,22,27,4,5,home win REG,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Edmonton
1012,2013020160,20132014,R,2013-10-26T23:00:00Z,4,2,5,2,away win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Philadelphia
